date,fight_url,event_url,result,fighter,opponent,division,method,round,time,fighter_url,opponent_url,knockdowns,sub_attempts,pass,reversals,takedowns_landed,takedowns_attempts,sig_strikes_landed,sig_strikes_attempts,total_strikes_landed,total_strikes_attempts,head_strikes_landed,head_strikes_attempts,body_strikes_landed,body_strikes_attempts,leg_strikes_landed,leg_strikes_attempts,distance_strikes_landed,distance_strikes_attempts,clinch_strikes_landed,clinch_strikes_attempts,ground_strikes_landed,ground_strikes_attempts
"September 22, 2000",http://ufcstats.com/fight-details/3ef7c2b26af8cf22,http://ufcstats.com/event-details/31652c9267606d54,W,Jeremy Horn,Eugene Jackson,Middleweight,SUB,1,4:32,http://ufcstats.com/fighter-details/8d26912cd2aeb366,http://ufcstats.com/fighter-details/ce783bf73b5131f9,0,1,3,0,1,2,2,6,23,29,0,1,2,2,0,3,0,3,0,0,2,3
"September 22, 2000",http://ufcstats.com/fight-details/3ef7c2b26af8cf22,http://ufcstats.com/event-details/31652c9267606d54,L,Eugene Jackson,Jeremy Horn,Middleweight,SUB,1,4:32,http://ufcstats.com/fighter-details/ce783bf73b5131f9,http://ufcstats.com/fighter-details/8d26912cd2aeb366,0,0,0,0,0,0,2,9,11,18,1,7,1,2,0,0,0,7,1,1,1,1
"September 22, 2000",http://ufcstats.com/fight-details/0bec32c32da199ed,http://ufcstats.com/event-details/31652c9267606d54,W,Fabiano Iha,Laverne Clark,Welterweight,SUB,1,1:10,http://ufcstats.com/fighter-details/263ebd4a669e1e98,http://ufcstats.com/fighter-details/1c2f2571b18791b6,0,2,0,0,1,1,1,3,1,3,0,0,0,1,1,2,1,3,0,0,0,0
"September 22, 2000",http://ufcstats.com/fight-details/0bec32c32da199ed,http://ufcstats.com/event-details/31652c9267606d54,L,Laverne Clark,Fabiano Iha,Welterweight,SUB,1,1:10,http://ufcstats.com/fighter-details/1c2f2571b18791b6,http://ufcstats.com/fighter-details/263ebd4a669e1e98,0,0,0,0,0,0,1,2,1,2,1,2,0,0,0,0,1,2,0,0,0,0
"September 22, 2000",http://ufcstats.com/fight-details/8a9a37d68cc428d6,http://ufcstats.com/event-details/31652c9267606d54,W,Yuki Kondo,Alexandre Dantas,Middleweight,KO/TKO,3,2:28,http://ufcstats.com/fighter-details/1fe7adb23b3eedfb,http://ufcstats.com/fighter-details/8dc46e9a7895ce1a,1,0,1,2,0,0,33,54,61,85,28,46,5,8,0,0,9,17,5,6,19,31
"September 22, 2000",http://ufcstats.com/fight-details/8a9a37d68cc428d6,http://ufcstats.com/event-details/31652c9267606d54,L,Alexandre Dantas,Yuki Kondo,Middleweight,KO/TKO,3,2:28,http://ufcstats.com/fighter-details/8dc46e9a7895ce1a,http://ufcstats.com/fighter-details/1fe7adb23b3eedfb,0,0,4,1,2,8,14,43,24,55,14,42,0,1,0,0,1,5,0,0,13,38
"September 22, 2000",http://ufcstats.com/fight-details/ae54f944d1ba378f,http://ufcstats.com/event-details/31652c9267606d54,W,Ian Freeman,Tedd Williams,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/b4bc2e3353a770b5,http://ufcstats.com/fighter-details/b63e800c18e011b5,0,0,0,0,0,0,30,61,55,86,29,60,1,1,0,0,1,8,4,5,25,48
"September 22, 2000",http://ufcstats.com/fight-details/ae54f944d1ba378f,http://ufcstats.com/event-details/31652c9267606d54,L,Tedd Williams,Ian Freeman,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/b63e800c18e011b5,http://ufcstats.com/fighter-details/b4bc2e3353a770b5,0,0,1,0,1,10,25,29,46,50,9,12,16,17,0,0,2,3,1,1,22,25
"September 22, 2000",http://ufcstats.com/fight-details/075dee476361e83e,http://ufcstats.com/event-details/31652c9267606d54,W,Jeff Monson,Tim Lajcik,Heavyweight,U-DEC,2,5:00,http://ufcstats.com/fighter-details/cbfd1d34356a004c,http://ufcstats.com/fighter-details/c7e9d15cfce52f1d,0,0,2,0,1,4,31,62,122,160,20,49,10,12,1,1,0,3,3,6,28,53
"September 22, 2000",http://ufcstats.com/fight-details/075dee476361e83e,http://ufcstats.com/event-details/31652c9267606d54,L,Tim Lajcik,Jeff Monson,Heavyweight,U-DEC,2,5:00,http://ufcstats.com/fighter-details/c7e9d15cfce52f1d,http://ufcstats.com/fighter-details/cbfd1d34356a004c,0,0,0,0,0,1,5,14,40,54,5,14,0,0,0,0,1,6,0,1,4,7
"September 22, 2000",http://ufcstats.com/fight-details/c078544a32e18ba3,http://ufcstats.com/event-details/31652c9267606d54,D,Brad Gumm,CJ Fernandes,Welterweight,U-DEC,2,5:00,http://ufcstats.com/fighter-details/4d74641fac830182,http://ufcstats.com/fighter-details/979f7edbb6980b0d,0,0,1,1,0,2,18,33,88,106,13,23,5,9,0,1,1,8,13,21,4,4
"September 22, 2000",http://ufcstats.com/fight-details/c078544a32e18ba3,http://ufcstats.com/event-details/31652c9267606d54,D,CJ Fernandes,Brad Gumm,Welterweight,U-DEC,2,5:00,http://ufcstats.com/fighter-details/979f7edbb6980b0d,http://ufcstats.com/fighter-details/4d74641fac830182,0,0,0,0,1,1,28,55,63,94,9,33,15,16,4,6,2,5,21,31,5,19
"June 09, 2000",http://ufcstats.com/fight-details/cef1b43c77e02635,http://ufcstats.com/event-details/cedfdf8d423d500c,W,Kevin Randleman,Pedro Rizzo,Heavyweight,U-DEC,5,5:00,http://ufcstats.com/fighter-details/6859f67468ba8489,http://ufcstats.com/fighter-details/b44f39a5c6596953,0,2,1,0,2,4,17,52,33,70,17,52,0,0,0,0,11,39,2,4,4,9
"June 09, 2000",http://ufcstats.com/fight-details/cef1b43c77e02635,http://ufcstats.com/event-details/cedfdf8d423d500c,L,Pedro Rizzo,Kevin Randleman,Heavyweight,U-DEC,5,5:00,http://ufcstats.com/fighter-details/b44f39a5c6596953,http://ufcstats.com/fighter-details/6859f67468ba8489,0,0,0,0,0,0,12,57,16,63,3,46,0,0,9,11,12,55,0,1,0,1
"June 09, 2000",http://ufcstats.com/fight-details/60e5b2c1bdaa203e,http://ufcstats.com/event-details/cedfdf8d423d500c,W,Tyrone Roberts,David Dodd,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/d1e6a6536ee62517,http://ufcstats.com/fighter-details/c2a7623f398d9bd7,0,0,0,0,1,1,16,60,105,163,11,53,3,5,2,2,12,45,4,13,0,2
"June 09, 2000",http://ufcstats.com/fight-details/60e5b2c1bdaa203e,http://ufcstats.com/event-details/cedfdf8d423d500c,L,David Dodd,Tyrone Roberts,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/c2a7623f398d9bd7,http://ufcstats.com/fighter-details/d1e6a6536ee62517,0,0,0,0,0,2,10,31,27,49,5,25,5,6,0,0,3,22,5,6,2,3
"June 09, 2000",http://ufcstats.com/fight-details/f0b2020d11a0cf94,http://ufcstats.com/event-details/cedfdf8d423d500c,W,Pat Miletich,John Alessio,Welterweight,SUB,2,1:43,http://ufcstats.com/fighter-details/cedfdf8d423d500c,http://ufcstats.com/fighter-details/7a15f3694c5cbc02,0,1,2,0,2,2,9,18,44,53,9,17,0,1,0,0,4,12,1,1,4,5
"June 09, 2000",http://ufcstats.com/fight-details/f0b2020d11a0cf94,http://ufcstats.com/event-details/cedfdf8d423d500c,L,John Alessio,Pat Miletich,Welterweight,SUB,2,1:43,http://ufcstats.com/fighter-details/7a15f3694c5cbc02,http://ufcstats.com/fighter-details/cedfdf8d423d500c,0,2,0,0,0,0,1,2,9,10,0,1,1,1,0,0,0,1,1,1,0,0
"June 09, 2000",http://ufcstats.com/fight-details/a0dfc397caef4afe,http://ufcstats.com/event-details/cedfdf8d423d500c,W,Amaury Bitetti,Alex Andrade,Middleweight,DQ,2,0:43,http://ufcstats.com/fighter-details/7a359ef685a304a7,http://ufcstats.com/fighter-details/1562b12763cc8d67,0,0,0,0,0,0,6,10,16,20,4,8,1,1,1,1,2,4,4,6,0,0
"June 09, 2000",http://ufcstats.com/fight-details/a0dfc397caef4afe,http://ufcstats.com/event-details/cedfdf8d423d500c,L,Alex Andrade,Amaury Bitetti,Middleweight,DQ,2,0:43,http://ufcstats.com/fighter-details/1562b12763cc8d67,http://ufcstats.com/fighter-details/7a359ef685a304a7,1,0,0,0,0,1,12,27,30,45,8,23,3,3,1,1,6,18,6,9,0,0
"June 09, 2000",http://ufcstats.com/fight-details/d84f88ac792e8c53,http://ufcstats.com/event-details/cedfdf8d423d500c,W,Matt Hughes,Marcelo Aguiar,Welterweight,KO/TKO,1,4:34,http://ufcstats.com/fighter-details/621a6c59f88a44fe,http://ufcstats.com/fighter-details/44aa652b181bcf68,0,0,0,0,2,3,18,31,29,42,14,27,4,4,0,0,0,2,0,0,18,29
"June 09, 2000",http://ufcstats.com/fight-details/d84f88ac792e8c53,http://ufcstats.com/event-details/cedfdf8d423d500c,L,Marcelo Aguiar,Matt Hughes,Welterweight,KO/TKO,1,4:34,http://ufcstats.com/fighter-details/44aa652b181bcf68,http://ufcstats.com/fighter-details/621a6c59f88a44fe,0,0,0,0,0,0,2,2,21,21,2,2,0,0,0,0,0,0,0,0,2,2
"June 09, 2000",http://ufcstats.com/fight-details/8452f6d5a1450cfb,http://ufcstats.com/event-details/cedfdf8d423d500c,W,Jens Pulver,Joao Roque,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/44260175069b6276,http://ufcstats.com/fighter-details/0f6528b461e47462,0,0,0,1,0,0,4,84,18,98,4,84,0,0,0,0,3,77,1,1,0,6
"June 09, 2000",http://ufcstats.com/fight-details/8452f6d5a1450cfb,http://ufcstats.com/event-details/cedfdf8d423d500c,L,Joao Roque,Jens Pulver,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/0f6528b461e47462,http://ufcstats.com/fighter-details/44260175069b6276,0,0,0,0,1,18,5,59,5,59,2,43,2,6,1,10,5,57,0,1,0,1
"April 14, 2000",http://ufcstats.com/fight-details/0adfdf8f563be462,http://ufcstats.com/event-details/d2b1c1317a39f6c6,W,Tito Ortiz,Wanderlei Silva,Middleweight,U-DEC,5,5:00,http://ufcstats.com/fighter-details/2f732dd9210d301f,http://ufcstats.com/fighter-details/a1f6999fe57236e0,1,0,2,0,4,6,20,43,131,163,18,41,2,2,0,0,2,3,0,1,18,39
"April 14, 2000",http://ufcstats.com/fight-details/0adfdf8f563be462,http://ufcstats.com/event-details/d2b1c1317a39f6c6,L,Wanderlei Silva,Tito Ortiz,Middleweight,U-DEC,5,5:00,http://ufcstats.com/fighter-details/a1f6999fe57236e0,http://ufcstats.com/fighter-details/2f732dd9210d301f,0,0,0,0,0,1,10,27,170,191,6,20,0,0,4,7,6,19,4,8,0,0
"April 14, 2000",http://ufcstats.com/fight-details/b675fb8f413b59e4,http://ufcstats.com/event-details/d2b1c1317a39f6c6,W,Murilo Bustamante,Yoji Anjo,Middleweight,SUB,2,0:31,http://ufcstats.com/fighter-details/85d905f7c4f5a1af,http://ufcstats.com/fighter-details/e06fd1260ac865a7,0,1,7,0,4,4,11,21,23,37,10,20,1,1,0,0,0,1,2,2,9,18
"April 14, 2000",http://ufcstats.com/fight-details/b675fb8f413b59e4,http://ufcstats.com/event-details/d2b1c1317a39f6c6,L,Yoji Anjo,Murilo Bustamante,Middleweight,SUB,2,0:31,http://ufcstats.com/fighter-details/e06fd1260ac865a7,http://ufcstats.com/fighter-details/85d905f7c4f5a1af,0,0,0,1,0,0,0,6,1,7,0,5,0,0,0,1,0,5,0,0,0,1
"April 14, 2000",http://ufcstats.com/fight-details/ba8b1ed5b05a719a,http://ufcstats.com/event-details/d2b1c1317a39f6c6,W,Sanae Kikuta,Eugene Jackson,Middleweight,SUB,1,4:38,http://ufcstats.com/fighter-details/e4bde462b043d3e1,http://ufcstats.com/fighter-details/ce783bf73b5131f9,0,2,2,0,2,2,8,16,20,33,7,15,0,0,1,1,1,1,0,0,7,15
"April 14, 2000",http://ufcstats.com/fight-details/ba8b1ed5b05a719a,http://ufcstats.com/event-details/d2b1c1317a39f6c6,L,Eugene Jackson,Sanae Kikuta,Middleweight,SUB,1,4:38,http://ufcstats.com/fighter-details/ce783bf73b5131f9,http://ufcstats.com/fighter-details/e4bde462b043d3e1,0,1,0,0,0,0,4,5,26,33,4,5,0,0,0,0,3,4,1,1,0,0
"April 14, 2000",http://ufcstats.com/fight-details/f6066d192a16f5ff,http://ufcstats.com/event-details/d2b1c1317a39f6c6,W,Ron Waterman,Satoshi Honma,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/efaf544314bb5c2e,http://ufcstats.com/fighter-details/d2b1c1317a39f6c6,0,1,4,0,3,5,51,62,142,161,40,49,8,9,3,4,1,2,5,7,45,53
"April 14, 2000",http://ufcstats.com/fight-details/f6066d192a16f5ff,http://ufcstats.com/event-details/d2b1c1317a39f6c6,L,Satoshi Honma,Ron Waterman,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/d2b1c1317a39f6c6,http://ufcstats.com/fighter-details/efaf544314bb5c2e,0,1,0,0,0,0,6,13,30,40,2,4,2,3,2,6,2,6,2,3,2,4
"April 14, 2000",http://ufcstats.com/fight-details/9397493152c0669a,http://ufcstats.com/event-details/d2b1c1317a39f6c6,W,Ikuhisa Minowa,Joe Slick,Middleweight,KO/TKO,3,1:54,http://ufcstats.com/fighter-details/ce6065baef021cf3,http://ufcstats.com/fighter-details/80e6d71e14c1d356,0,0,2,0,3,8,3,19,27,47,3,19,0,0,0,0,2,17,0,1,1,1
"April 14, 2000",http://ufcstats.com/fight-details/9397493152c0669a,http://ufcstats.com/event-details/d2b1c1317a39f6c6,L,Joe Slick,Ikuhisa Minowa,Middleweight,KO/TKO,3,1:54,http://ufcstats.com/fighter-details/80e6d71e14c1d356,http://ufcstats.com/fighter-details/ce6065baef021cf3,0,4,2,1,0,0,8,16,21,29,6,14,2,2,0,0,2,8,2,2,4,6
"April 14, 2000",http://ufcstats.com/fight-details/cf8fe599f0b44fd5,http://ufcstats.com/event-details/d2b1c1317a39f6c6,W,Laverne Clark,Koji Oishi,Lightweight,M-DEC,3,5:00,http://ufcstats.com/fighter-details/1c2f2571b18791b6,http://ufcstats.com/fighter-details/01daf32100ed7517,0,0,0,2,0,0,13,45,138,174,4,34,9,11,0,0,3,33,4,6,6,6
"April 14, 2000",http://ufcstats.com/fight-details/cf8fe599f0b44fd5,http://ufcstats.com/event-details/d2b1c1317a39f6c6,L,Koji Oishi,Laverne Clark,Lightweight,M-DEC,3,5:00,http://ufcstats.com/fighter-details/01daf32100ed7517,http://ufcstats.com/fighter-details/1c2f2571b18791b6,0,0,2,0,3,11,1,4,13,17,1,3,0,0,0,1,0,2,0,0,1,2
"March 10, 2000",http://ufcstats.com/fight-details/9f2b94c46b70c6fb,http://ufcstats.com/event-details/20ec0061400178ca,W,Tedd Williams,Steve Judson,Heavyweight,KO/TKO,1,3:23,http://ufcstats.com/fighter-details/b63e800c18e011b5,http://ufcstats.com/fighter-details/6ece1d2ab1bed31d,1,0,0,0,0,0,9,19,13,23,5,13,4,6,0,0,1,5,8,14,0,0
"March 10, 2000",http://ufcstats.com/fight-details/9f2b94c46b70c6fb,http://ufcstats.com/event-details/20ec0061400178ca,L,Steve Judson,Tedd Williams,Heavyweight,KO/TKO,1,3:23,http://ufcstats.com/fighter-details/6ece1d2ab1bed31d,http://ufcstats.com/fighter-details/b63e800c18e011b5,0,0,0,0,0,1,14,27,21,36,11,24,3,3,0,0,0,5,14,22,0,0
"March 10, 2000",http://ufcstats.com/fight-details/17be6e24dafd31e0,http://ufcstats.com/event-details/20ec0061400178ca,W,Lance Gibson,Jermaine Andre,Middleweight,KO/TKO,3,3:35,http://ufcstats.com/fighter-details/63eedfcc73071d41,http://ufcstats.com/fighter-details/9bad58fa651d6196,1,1,5,0,2,4,33,53,102,129,15,31,10,12,8,10,2,12,20,25,11,16
"March 10, 2000",http://ufcstats.com/fight-details/17be6e24dafd31e0,http://ufcstats.com/event-details/20ec0061400178ca,L,Jermaine Andre,Lance Gibson,Middleweight,KO/TKO,3,3:35,http://ufcstats.com/fighter-details/9bad58fa651d6196,http://ufcstats.com/fighter-details/63eedfcc73071d41,1,0,0,0,0,0,27,47,39,59,13,29,5,5,9,13,9,18,15,22,3,7
"March 10, 2000",http://ufcstats.com/fight-details/aca2f98ee112d137,http://ufcstats.com/event-details/20ec0061400178ca,W,Dave Menne,Fabiano Iha,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/275cafc9de131c83,http://ufcstats.com/fighter-details/263ebd4a669e1e98,0,1,0,0,0,0,37,99,130,199,26,85,8,10,3,4,8,46,17,30,12,23
"March 10, 2000",http://ufcstats.com/fight-details/aca2f98ee112d137,http://ufcstats.com/event-details/20ec0061400178ca,L,Fabiano Iha,Dave Menne,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/263ebd4a669e1e98,http://ufcstats.com/fighter-details/275cafc9de131c83,0,0,0,0,1,12,8,22,44,61,4,16,2,4,2,2,2,12,6,10,0,0
"March 10, 2000",http://ufcstats.com/fight-details/22911cbd32370f6c,http://ufcstats.com/event-details/20ec0061400178ca,W,Bob Cook,Tiki Ghosn,Lightweight,SUB,2,1:29,http://ufcstats.com/fighter-details/1c061eb6e29eaa0a,http://ufcstats.com/fighter-details/cb6783c39c01d896,0,2,3,0,1,5,22,47,53,78,12,30,7,11,3,6,15,34,7,12,0,1
"March 10, 2000",http://ufcstats.com/fight-details/22911cbd32370f6c,http://ufcstats.com/event-details/20ec0061400178ca,L,Tiki Ghosn,Bob Cook,Lightweight,SUB,2,1:29,http://ufcstats.com/fighter-details/cb6783c39c01d896,http://ufcstats.com/fighter-details/1c061eb6e29eaa0a,0,0,0,0,0,0,24,63,26,65,12,45,10,16,2,2,15,47,9,16,0,0
"March 10, 2000",http://ufcstats.com/fight-details/cf85523b0d442d35,http://ufcstats.com/event-details/20ec0061400178ca,W,Jens Pulver,David Velasquez,Lightweight,KO/TKO,2,2:41,http://ufcstats.com/fighter-details/44260175069b6276,http://ufcstats.com/fighter-details/09c44b317c98bf96,0,2,4,0,3,3,54,107,69,123,42,94,12,13,0,0,1,3,17,25,36,79
"March 10, 2000",http://ufcstats.com/fight-details/cf85523b0d442d35,http://ufcstats.com/event-details/20ec0061400178ca,L,David Velasquez,Jens Pulver,Lightweight,KO/TKO,2,2:41,http://ufcstats.com/fighter-details/09c44b317c98bf96,http://ufcstats.com/fighter-details/44260175069b6276,0,0,0,0,0,0,20,37,44,64,7,20,8,10,5,7,6,17,12,17,2,3
"March 10, 2000",http://ufcstats.com/fight-details/81b0c08f7503e79a,http://ufcstats.com/event-details/20ec0061400178ca,W,Scott Adams,Ian Freeman,Heavyweight,SUB,1,3:09,http://ufcstats.com/fighter-details/2620f3eb21c79614,http://ufcstats.com/fighter-details/b4bc2e3353a770b5,0,4,0,0,1,1,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0
"March 10, 2000",http://ufcstats.com/fight-details/81b0c08f7503e79a,http://ufcstats.com/event-details/20ec0061400178ca,L,Ian Freeman,Scott Adams,Heavyweight,SUB,1,3:09,http://ufcstats.com/fighter-details/b4bc2e3353a770b5,http://ufcstats.com/fighter-details/2620f3eb21c79614,0,1,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"March 10, 2000",http://ufcstats.com/fight-details/77f9b97f62f373b0,http://ufcstats.com/event-details/20ec0061400178ca,W,Shonie Carter,Brad Gumm,Lightweight,U-DEC,2,5:00,http://ufcstats.com/fighter-details/7b6e40a73b567072,http://ufcstats.com/fighter-details/4d74641fac830182,0,0,4,1,5,6,22,40,55,74,11,25,4,6,7,9,10,24,3,3,9,13
"March 10, 2000",http://ufcstats.com/fight-details/77f9b97f62f373b0,http://ufcstats.com/event-details/20ec0061400178ca,L,Brad Gumm,Shonie Carter,Lightweight,U-DEC,2,5:00,http://ufcstats.com/fighter-details/4d74641fac830182,http://ufcstats.com/fighter-details/7b6e40a73b567072,0,1,1,1,0,2,12,35,43,68,9,30,2,2,1,3,11,33,1,1,0,1
"November 19, 1999",http://ufcstats.com/fight-details/2ab41c5519d0b1b9,http://ufcstats.com/event-details/a8fa0c4e95512806,W,Kevin Randleman,Pete Williams,Heavyweight,U-DEC,5,5:00,http://ufcstats.com/fighter-details/6859f67468ba8489,http://ufcstats.com/fighter-details/6291ac0a3726732f,0,2,0,0,6,11,10,43,52,93,10,42,0,0,0,1,0,3,1,4,9,36
"November 19, 1999",http://ufcstats.com/fight-details/2ab41c5519d0b1b9,http://ufcstats.com/event-details/a8fa0c4e95512806,L,Pete Williams,Kevin Randleman,Heavyweight,U-DEC,5,5:00,http://ufcstats.com/fighter-details/6291ac0a3726732f,http://ufcstats.com/fighter-details/6859f67468ba8489,1,1,1,0,0,0,8,21,55,74,5,16,2,3,1,2,3,10,2,5,3,6
"November 19, 1999",http://ufcstats.com/fight-details/c22545a5881459ac,http://ufcstats.com/event-details/a8fa0c4e95512806,W,Pedro Rizzo,Tsuyoshi Kohsaka,Heavyweight,KO/TKO,3,1:17,http://ufcstats.com/fighter-details/b44f39a5c6596953,http://ufcstats.com/fighter-details/b76ed59283d3559c,1,0,0,0,0,0,14,47,14,47,8,40,0,0,6,7,13,45,0,1,1,1
"November 19, 1999",http://ufcstats.com/fight-details/c22545a5881459ac,http://ufcstats.com/event-details/a8fa0c4e95512806,L,Tsuyoshi Kohsaka,Pedro Rizzo,Heavyweight,KO/TKO,3,1:17,http://ufcstats.com/fighter-details/b76ed59283d3559c,http://ufcstats.com/fighter-details/b44f39a5c6596953,0,0,0,0,0,3,14,33,14,33,0,9,4,5,10,19,13,32,1,1,0,0
"November 19, 1999",http://ufcstats.com/fight-details/9c7830c91fad60d8,http://ufcstats.com/event-details/a8fa0c4e95512806,W,Kenichi Yamamoto,Katsuhisa Fujii,Open Weight,SUB,2,4:15,http://ufcstats.com/fighter-details/9f488f520ed25bbf,http://ufcstats.com/fighter-details/d71d968dc6ecfdaf,0,1,0,0,0,0,1,4,1,4,0,3,1,1,0,0,0,3,1,1,0,0
"November 19, 1999",http://ufcstats.com/fight-details/9c7830c91fad60d8,http://ufcstats.com/event-details/a8fa0c4e95512806,L,Katsuhisa Fujii,Kenichi Yamamoto,Open Weight,SUB,2,4:15,http://ufcstats.com/fighter-details/d71d968dc6ecfdaf,http://ufcstats.com/fighter-details/9f488f520ed25bbf,0,0,0,0,2,3,27,63,93,135,25,61,1,1,1,1,1,1,1,1,25,61
"November 19, 1999",http://ufcstats.com/fight-details/2cd6330ef18210b9,http://ufcstats.com/event-details/a8fa0c4e95512806,W,Joe Slick,Jason DeLucia,Middleweight,KO/TKO,1,1:28,http://ufcstats.com/fighter-details/80e6d71e14c1d356,http://ufcstats.com/fighter-details/6ceff86fae4f6b3b,0,0,1,0,1,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,2,2
"November 19, 1999",http://ufcstats.com/fight-details/2cd6330ef18210b9,http://ufcstats.com/event-details/a8fa0c4e95512806,L,Jason DeLucia,Joe Slick,Middleweight,KO/TKO,1,1:28,http://ufcstats.com/fighter-details/6ceff86fae4f6b3b,http://ufcstats.com/fighter-details/80e6d71e14c1d356,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
"November 19, 1999",http://ufcstats.com/fight-details/36c929fb1569d4b9,http://ufcstats.com/event-details/a8fa0c4e95512806,W,Eugene Jackson,Keiichiro Yamamiya,Middleweight,KO/TKO,3,3:12,http://ufcstats.com/fighter-details/ce783bf73b5131f9,http://ufcstats.com/fighter-details/6014d25e73b669c9,1,0,0,0,0,1,22,105,47,131,19,101,1,2,2,2,13,91,9,14,0,0
"November 19, 1999",http://ufcstats.com/fight-details/36c929fb1569d4b9,http://ufcstats.com/event-details/a8fa0c4e95512806,L,Keiichiro Yamamiya,Eugene Jackson,Middleweight,KO/TKO,3,3:12,http://ufcstats.com/fighter-details/6014d25e73b669c9,http://ufcstats.com/fighter-details/ce783bf73b5131f9,0,0,0,0,0,0,14,58,18,62,11,55,0,0,3,3,13,57,1,1,0,0
"November 19, 1999",http://ufcstats.com/fight-details/a4e592c874e8233f,http://ufcstats.com/event-details/a8fa0c4e95512806,W,Kenichi Yamamoto,Daiju Takase,Open Weight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/9f488f520ed25bbf,http://ufcstats.com/fighter-details/4f74c8be51db8a37,0,0,0,0,0,0,20,26,36,45,6,12,14,14,0,0,2,4,0,0,18,22
"November 19, 1999",http://ufcstats.com/fight-details/a4e592c874e8233f,http://ufcstats.com/event-details/a8fa0c4e95512806,L,Daiju Takase,Kenichi Yamamoto,Open Weight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/4f74c8be51db8a37,http://ufcstats.com/fighter-details/9f488f520ed25bbf,0,0,0,0,0,0,5,9,12,17,5,7,0,1,0,1,0,3,0,1,5,5
"November 19, 1999",http://ufcstats.com/fight-details/ee1950e871aa5cc2,http://ufcstats.com/event-details/a8fa0c4e95512806,W,Katsuhisa Fujii,Masutatsu Yano,Open Weight,KO/TKO,2,3:12,http://ufcstats.com/fighter-details/d71d968dc6ecfdaf,http://ufcstats.com/fighter-details/d56caaa5e123f518,1,0,0,0,0,0,18,41,22,45,10,33,4,4,4,4,14,36,4,5,0,0
"November 19, 1999",http://ufcstats.com/fight-details/ee1950e871aa5cc2,http://ufcstats.com/event-details/a8fa0c4e95512806,L,Masutatsu Yano,Katsuhisa Fujii,Open Weight,KO/TKO,2,3:12,http://ufcstats.com/fighter-details/d56caaa5e123f518,http://ufcstats.com/fighter-details/d71d968dc6ecfdaf,0,0,0,0,1,3,18,49,27,61,15,42,1,1,2,6,3,19,0,0,15,30
"September 24, 1999",http://ufcstats.com/fight-details/b1134affa18449dd,http://ufcstats.com/event-details/afaad7d6a581e307,W,Frank Shamrock,Tito Ortiz,Middleweight,KO/TKO,4,4:42,http://ufcstats.com/fighter-details/fcaae0385b514f11,http://ufcstats.com/fighter-details/2f732dd9210d301f,0,1,0,1,0,0,31,61,193,227,10,34,8,11,13,16,21,46,5,10,5,5
"September 24, 1999",http://ufcstats.com/fight-details/b1134affa18449dd,http://ufcstats.com/event-details/afaad7d6a581e307,L,Tito Ortiz,Frank Shamrock,Middleweight,KO/TKO,4,4:42,http://ufcstats.com/fighter-details/2f732dd9210d301f,http://ufcstats.com/fighter-details/fcaae0385b514f11,0,0,2,0,8,9,20,74,67,125,18,70,1,3,1,1,3,21,0,11,17,42
"September 24, 1999",http://ufcstats.com/fight-details/96c247ba0eb1ac65,http://ufcstats.com/event-details/afaad7d6a581e307,D,Tim Lajcik,Ron Waterman,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/c7e9d15cfce52f1d,http://ufcstats.com/fighter-details/efaf544314bb5c2e,0,0,0,0,0,0,12,30,70,88,7,25,5,5,0,0,4,19,3,5,5,6
"September 24, 1999",http://ufcstats.com/fight-details/96c247ba0eb1ac65,http://ufcstats.com/event-details/afaad7d6a581e307,D,Ron Waterman,Tim Lajcik,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/efaf544314bb5c2e,http://ufcstats.com/fighter-details/c7e9d15cfce52f1d,0,2,2,0,2,10,14,25,44,59,8,14,1,1,5,10,4,7,5,10,5,8
"September 24, 1999",http://ufcstats.com/fight-details/eebf672428b168b7,http://ufcstats.com/event-details/afaad7d6a581e307,W,Jeremy Horn,Jason Godsey,Heavyweight,SUB,1,2:08,http://ufcstats.com/fighter-details/8d26912cd2aeb366,http://ufcstats.com/fighter-details/5ca158b1cc9cb242,0,1,0,0,0,0,3,4,7,9,2,3,0,0,1,1,2,3,1,1,0,0
